,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
306,Cherskiy,0,RU,1553440340,23,68.75,161.3,-15.453400000000002,3.5343593414459558
307,Erattupetta,0,IN,1553437800,70,9.69,76.78,86.26999999999995,5.8160343593414465
308,Bulawayo,0,ZW,1553440725,41,-20.16,28.59,81.02660000000004,9.014853256979242
309,Sambava,32,MG,1553440581,99,-14.27,50.17,84.4466,15.501968503937007
310,Topchanchi,0,IN,1553440726,30,23.9,86.2,75.53660000000002,7.6726914817466
311,Hofn,0,IS,1553436000,52,64.25,-15.21,44.86999999999996,21.921975662133143
312,Ichchapuram,0,IN,1553440728,76,19.11,84.69,77.87660000000005,4.205440229062276
313,Berlevag,24,NO,1553440162,100,70.86,29.09,29.45659999999998,4.540980672870436
314,Tongren,0,CN,1553440729,93,27.72,109.18,40.25659999999998,2.4158911954187547
315,Lavrentiya,92,RU,1553440425,100,65.58,-170.99,28.376600000000042,17.06782390837509
316,Robat Karim,90,IR,1553440385,66,35.49,51.08,62.86999999999996,6.9345025053686475
317,The Valley,40,AI,1553440586,69,18.22,-63.06,82.66999999999996,18.342877594846097
318,Meulaboh,80,ID,1553440169,100,4.14,96.13,76.61659999999996,6.777916964924839
319,Alta Floresta,12,BR,1553440730,76,-9.87,-56.08,85.43660000000003,2.7514316392269147
320,Ouadda,32,CF,1553440731,21,8.07,22.4,99.65659999999998,5.100214745884037
321,Natal,40,BR,1553439600,62,-5.81,-35.21,89.86999999999996,6.9345025053686475
322,Tecoanapa,5,MX,1553435040,69,16.99,-99.26,75.46999999999997,3.3554044380816035
323,Ilulissat,75,GL,1553439000,47,69.22,-51.1,16.069999999999958,5.8160343593414465
324,Canberra,92,AU,1553440684,82,-35.3,149.1,66.27200000000005,16.1059413027917
325,Anadyr,90,RU,1553440389,85,64.73,177.51,21.469999999999956,26.843235504652828
326,La Orilla,0,MX,1553440734,75,18.0,-102.23,77.87660000000005,3.5343593414459558
327,Daru,8,SL,1553440450,56,7.99,-10.85,93.17660000000004,4.205440229062276
328,San Carlos de Bariloche,40,AR,1553436000,71,-41.13,-71.31,50.26999999999996,2.2369362920544025
329,Terrak,90,NO,1553440502,86,65.09,12.37,39.272000000000034,14.987473156764496
330,Rosa,8,IN,1553440735,35,27.85,79.92,79.4966,7.225304223335719
331,Darnah,0,LY,1553440736,100,32.77,22.64,60.776600000000045,23.890479599141017
332,Inhambupe,68,BR,1553440736,92,-11.79,-38.36,81.92660000000004,4.540980672870436
333,Karratha,92,AU,1553440214,88,-20.74,116.85,75.71659999999997,34.62777380100215
334,Salinopolis,64,BR,1553440739,100,-0.61,-47.36,80.75659999999999,8.12007874015748
335,Matagami,24,NG,1553440302,24,9.67,8.4,95.15659999999998,2.6395848246241944
336,Hirado,48,JP,1553440388,59,33.32,129.49,46.274000000000015,2.9974946313528994
337,Maragogi,48,BR,1553440740,81,-9.01,-35.22,87.1466,8.791159627773801
338,Coquimbo,90,CL,1553436000,87,-29.95,-71.34,57.469999999999956,4.6975662133142455
339,Hita,48,JP,1553440684,75,33.31,130.95,48.469999999999956,5.8160343593414465
340,Burnie,92,AU,1553440144,85,-41.05,145.91,61.26799999999999,7.001610594130279
341,Nanakuli,1,US,1553440702,73,21.39,-158.15,73.66999999999996,3.3554044380816035
342,Kokkola,0,FI,1553440716,44,63.84,23.13,39.469999999999956,12.750536864710094
343,Comodoro Rivadavia,0,AR,1553436000,67,-45.87,-67.48,59.26999999999996,1.1184681460272012
344,Richards Bay,20,ZA,1553440365,74,-28.77,32.06,80.48660000000002,9.797780959198281
345,Mahebourg,75,MU,1553440140,94,-20.41,57.7,79.06999999999996,10.28990694345025
346,Paducah,90,US,1553440529,71,37.08,-88.6,54.266000000000005,9.797780959198281
347,Tawang,0,BT,1553440744,62,27.59,91.87,38.63660000000002,0.961882605583393
348,Wuning,92,CN,1553440745,89,29.26,120.23,49.88660000000002,2.6395848246241944
349,Sechura,0,PE,1553440417,73,-5.56,-80.82,76.79660000000001,5.100214745884037
350,Lasa,75,CY,1553437800,54,34.92,32.53,62.86999999999996,16.1059413027917
351,Batemans Bay,68,AU,1553440170,75,-35.71,150.18,73.27400000000002,1.0066213314244812
352,Honiara,64,SB,1553440747,100,-9.43,159.96,74.00659999999999,1.0737294201861132
353,Ananindeua,75,BR,1553439600,83,-1.37,-48.4,79.06999999999996,6.9345025053686475
354,Chunhuhub,0,MX,1553440748,52,19.59,-88.59,81.29660000000001,3.086972083035075
355,Puri,44,ID,1553440748,94,-7.54,112.45,72.47660000000005,2.7514316392269147
356,Aksu,90,KZ,1553437800,92,52.04,76.93,32.26999999999996,4.764674302075877
357,Deputatskiy,8,RU,1553440469,0,69.3,139.9,-26.2534,3.4225125268432355
358,Padang,20,ID,1553436000,94,-0.92,100.36,77.26999999999995,1.1184681460272012
359,Sampit,56,ID,1553440751,91,-2.54,112.95,78.41659999999996,2.192197566213314
360,Contamana,32,PE,1553440268,81,-7.35,-75.01,82.6466,2.7514316392269147
361,Biu,32,NG,1553440751,15,10.61,12.19,101.45659999999998,8.12007874015748
362,Beatrice,90,US,1553440327,93,40.27,-96.75,49.26199999999996,5.8160343593414465
363,Milas,0,TR,1553439000,20,37.31,27.78,64.66999999999996,16.1059413027917
364,Alim,64,NG,1553440753,67,7.18,7.33,87.5966,9.014853256979242
365,Alice Springs,88,AU,1553437800,69,-23.7,133.88,79.06999999999996,16.1059413027917
366,Umm Lajj,36,SA,1553440753,65,25.02,37.27,76.07660000000004,8.45561918396564
367,Honningsvag,92,NO,1553440754,100,70.98,25.97,34.0466,8.56746599856836
368,Filingue,12,NE,1553440754,17,14.35,3.32,103.70659999999998,10.133321403006443
369,Gimli,0,CA,1553440553,50,50.63,-96.99,17.27599999999999,9.999105225483177
370,Konstantinovo,5,BG,1553439600,18,42.0,25.79,62.86999999999996,11.40837508947745
371,Henties Bay,36,NA,1553439726,80,-22.12,14.28,68.26999999999995,8.00823192555476
372,Sapernoye,36,RU,1553440343,72,60.72,29.95,40.26199999999996,9.574087329992842
373,Sezemice,90,CZ,1553440676,62,50.07,15.85,54.266000000000005,4.6975662133142455
374,Baruun-Urt,0,MN,1553440757,36,46.68,113.28,28.376600000000042,12.593951324266285
375,Kavieng,76,PG,1553440319,100,-2.57,150.8,83.00659999999999,9.797780959198281
376,Imbituba,0,BR,1553439600,54,-28.24,-48.67,84.46999999999997,12.750536864710094
377,Kotaparh,48,IN,1553440758,31,19.15,82.35,86.60659999999999,9.797780959198281
378,Sorland,20,NO,1553437200,59,67.67,12.69,35.86999999999996,11.40837508947745
379,Marsh Harbour,36,BS,1553439921,100,26.54,-77.06,73.6466,17.291517537580532
380,Praia,75,BR,1553436000,58,-20.25,-43.81,82.66999999999996,4.6975662133142455
381,Hami,0,CN,1553440197,38,42.84,93.51,41.2466,5.100214745884037
382,Gushikawa,75,JP,1553440389,59,26.35,127.87,64.66999999999996,4.6975662133142455
383,Weihai,0,CN,1553440553,82,37.5,122.11,47.26400000000003,1.0066213314244812
384,Pitimbu,40,BR,1553436000,66,-7.47,-34.81,88.06999999999996,4.6975662133142455
385,Qaqortoq,64,GL,1553439000,85,60.72,-46.03,32.26999999999996,49.436292054402294
386,Antofagasta,0,CL,1553436000,64,-23.65,-70.4,68.26999999999995,6.9345025053686475
387,Umm Kaddadah,0,SD,1553440764,8,13.6,26.69,103.07660000000004,5.100214745884037
388,Saldanha,0,PT,1553440527,26,41.42,-6.55,70.31659999999997,10.804402290622763
389,North Bend,1,US,1553439818,93,43.41,-124.22,42.27799999999996,9.171438797423049
390,Kannangad,0,IN,1553440765,84,12.31,75.11,84.35659999999999,6.554223335719399
391,Erzin,0,TR,1553440469,21,36.95,36.2,61.069999999999965,19.4613457408733
392,Port Lincoln,8,AU,1553440514,91,-34.72,135.86,62.486600000000024,24.673407301360058
393,Pacific Grove,1,US,1553440219,93,36.62,-121.92,48.272000000000034,3.4225125268432355
394,Maceio,75,BR,1553439600,58,-9.67,-35.74,88.06999999999996,10.28990694345025
395,Sao Jose da Coroa Grande,48,BR,1553440767,81,-8.9,-35.15,87.1466,8.791159627773801
396,Reconquista,80,AR,1553440768,78,-29.14,-59.64,79.13660000000002,5.435755189692198
397,Hovd,90,NO,1553440271,93,63.83,10.7,38.26400000000003,2.6395848246241944
398,Korostarcsa,0,HU,1553439600,30,46.88,21.03,70.06999999999996,4.6975662133142455
399,Yokadouma,24,CM,1553440769,62,3.52,15.05,85.25659999999999,4.093593414459557
400,Velikiy Ustyug,76,RU,1553440769,86,60.76,46.3,35.03660000000002,12.593951324266285
401,Zhenhai,0,CN,1553436000,66,29.95,121.71,52.069999999999965,11.184681460272012
402,Lakes Entrance,44,AU,1553440535,63,-37.88,147.99,75.27200000000005,9.685934144595562
403,Kununurra,56,AU,1553437800,66,-15.77,128.74,84.46999999999997,6.9345025053686475
404,Dunedin,88,NZ,1553440286,96,-45.87,170.5,62.27599999999999,6.554223335719399
405,Larsnes,75,NO,1553440522,80,62.2,5.58,41.26999999999996,11.40837508947745
406,Porto Empedocle,20,IT,1553440642,63,37.29,13.53,63.266000000000005,12.750536864710094
407,Labuhan,20,ID,1553440445,93,-2.54,115.51,75.8966,1.744810307802434
408,Gizo,75,IL,1553440098,63,31.8,34.94,66.27200000000005,11.40837508947745
409,Abhar,92,IR,1553440774,96,36.14,49.22,42.05659999999998,3.981746599856836
410,Yuza,88,JP,1553440774,84,39.05,139.95,41.42660000000004,13.488725841088046
411,Dingle,20,PH,1553440327,69,11.0,122.67,77.96659999999997,8.67931281317108
412,Mogadishu,8,SO,1553440360,98,2.04,45.34,83.45659999999998,13.824266284896206
413,Shar,80,NG,1553440776,52,7.3,8.73,92.00659999999999,10.692555476020043
414,Isangel,92,VU,1553440249,100,-19.55,169.27,81.7466,18.29813886900501
415,Thul,75,PK,1553439600,78,28.24,68.77,73.66999999999996,6.777916964924839
416,Tremedal,92,BR,1553440777,100,-14.98,-41.41,71.75659999999999,4.093593414459557
417,Doka,8,SD,1553440352,16,13.52,35.76,99.65659999999998,8.12007874015748
418,Amarpatan,0,IN,1553440777,30,24.32,80.97,74.9966,5.659448818897637
419,Abis,0,YE,1553440778,24,14.53,45.35,78.68660000000003,9.462240515390123
420,Plainview,1,US,1553440709,70,34.18,-101.71,52.26799999999999,12.750536864710094
421,Xinmin,0,CN,1553437800,48,42.0,122.83,41.26999999999996,4.473872584108805
422,Sjenica,0,RS,1553440779,28,43.27,20.0,57.62660000000004,1.0737294201861132
423,Deep River,75,CA,1553440669,70,46.1,-77.49,37.274000000000015,9.171438797423049
424,Korem,12,ET,1553440780,35,12.51,39.52,76.52660000000004,2.4158911954187547
425,Paracuru,75,BR,1553440700,70,-3.41,-39.03,86.26999999999995,6.9345025053686475
426,Petropavlovsk-Kamchatskiy,40,RU,1553436000,100,53.05,158.65,25.069999999999958,2.4158911954187547
427,Port Macquarie,8,AU,1553440205,88,-31.43,152.91,74.26400000000004,4.6975662133142455
428,Touros,75,BR,1553436000,66,-5.2,-35.46,88.06999999999996,2.2369362920544025
429,Whitianga,56,NZ,1553440511,86,-36.83,175.7,65.26400000000004,10.468861846814603
430,Rio Grande,0,BR,1553436000,47,-32.03,-52.1,80.86999999999996,13.869005010737295
431,Carballo,0,ES,1553440273,52,43.21,-8.69,76.26199999999996,8.05297065139585
432,Biograd na Moru,0,HR,1553440565,34,43.94,15.45,68.26999999999995,8.05297065139585
433,Sao Joao da Barra,75,BR,1553436000,58,-21.64,-41.05,86.26999999999995,3.3554044380816035
434,Haines Junction,0,CA,1553440437,80,60.75,-137.51,21.62660000000004,2.5277380100214746
435,Marienburg,20,DE,1553440337,53,52.12,9.98,52.26799999999999,9.171438797423049
436,Drayton Valley,92,CA,1553440785,93,53.22,-114.98,32.51659999999996,6.2186828919112385
437,Rocha,0,UY,1553440786,71,-34.48,-54.34,70.9466,13.824266284896206
438,Paamiut,92,GL,1553440355,78,61.99,-49.67,37.55659999999998,37.87133142448103
439,Tigil,0,RU,1553440787,59,57.8,158.67,4.70659999999998,7.225304223335719
440,Pyinmana,0,MM,1553440787,70,19.74,96.21,77.15659999999998,2.192197566213314
441,Agadez,0,NE,1553436000,13,16.97,7.99,98.86999999999996,11.40837508947745
442,Straumen,90,NO,1553440744,86,63.87,11.3,40.26199999999996,3.086972083035075
443,Ust-Omchug,24,RU,1553440788,60,61.13,149.63,-9.33339999999999,2.4158911954187547
444,Saint-Leu,20,RE,1553440604,74,-21.15,55.28,84.46999999999997,19.4613457408733
445,Chingirlau,32,KZ,1553440236,91,51.09,54.08,34.58660000000002,9.23854688618468
446,Indiana,1,US,1553440520,41,40.62,-79.15,49.26199999999996,9.171438797423049
447,Dedovichi,36,RU,1553440790,52,57.55,29.95,40.16659999999996,18.745526127415893
448,Katsuura,20,JP,1553440374,75,33.93,134.5,44.86999999999996,3.3554044380816035
449,Limbang,75,BN,1553437800,88,4.75,115.01,82.66999999999996,4.6975662133142455
450,Bodden Town,75,KY,1553439605,83,19.28,-81.25,82.27400000000002,11.40837508947745
451,San Andres,32,PH,1553440481,97,13.32,122.68,81.65659999999998,15.613815318539729
452,Seoul,0,KR,1553437800,69,37.57,126.98,39.469999999999956,10.28990694345025
453,West Wendover,90,US,1553435760,60,40.74,-114.07,43.06999999999996,13.869005010737295
454,Nabire,80,ID,1553440252,92,-3.36,135.5,68.60659999999999,1.6329634931997137
455,Chuy,0,UY,1553440609,93,-33.69,-53.46,70.67660000000004,17.06782390837509
456,Pierre,90,US,1553440695,93,44.37,-100.35,39.272000000000034,4.6975662133142455
457,Great Yarmouth,20,GB,1553440717,50,52.61,1.73,56.26400000000004,11.40837508947745
458,Benguela,8,AO,1553440794,86,-12.58,13.4,85.61659999999996,11.811023622047244
459,Saint-Denis,90,FR,1553439953,62,48.94,2.36,55.66999999999996,8.05297065139585
460,Oranjemund,68,ZA,1553440794,89,-28.55,16.43,63.47660000000005,9.574087329992842
461,Rognan,88,NO,1553440577,74,67.1,15.4,36.266000000000005,6.106836077308518
462,Xai-Xai,0,MZ,1553440795,84,-25.04,33.64,81.47660000000005,9.462240515390123
463,Nishihara,0,JP,1553440735,45,35.74,139.53,50.26999999999996,12.750536864710094
464,Porto Walter,24,BR,1553440796,80,-8.27,-72.74,82.82660000000004,1.744810307802434
465,Ambilobe,68,MG,1553440519,94,-13.19,49.05,78.32660000000004,3.5343593414459558
466,Chimore,88,BO,1553440797,94,-16.98,-65.13,73.55659999999997,2.9751252684323553
467,Kyaikkami,0,MM,1553440797,88,16.08,97.57,77.96659999999997,4.988367931281317
468,Aksha,32,RU,1553440798,33,50.28,113.29,24.41659999999996,14.159806728704368
469,Panzhihua,0,CN,1553440798,29,26.59,101.72,55.37660000000004,3.981746599856836
470,Christchurch,8,NZ,1553440278,100,-43.53,172.64,67.26199999999996,2.2369362920544025
471,Mariental,0,DE,1553440721,49,52.28,10.99,53.27599999999999,9.171438797423049
472,Dunn,1,US,1553440793,47,35.31,-78.61,64.27400000000002,3.3554044380816035
473,Port-Cartier,40,CA,1553440704,54,50.03,-66.88,32.26999999999996,14.987473156764496
474,Plettenberg Bay,20,ZA,1553440269,93,-34.05,23.37,68.78660000000002,13.600572655690767
475,Craig,75,US,1553440524,80,40.52,-107.55,32.26999999999996,10.28990694345025
476,Sturgeon Bay,1,US,1553439360,74,44.83,-87.38,41.26999999999996,19.4613457408733
477,Tucuman,64,PE,1553440802,63,-17.17,-70.89,68.87660000000005,3.5343593414459558
478,Tura,0,IN,1553440326,62,25.52,90.21,69.50659999999999,5.435755189692198
479,Hohhot,0,CN,1553436000,13,40.81,111.65,37.66999999999996,2.2369362920544025
480,Geraldton,5,CA,1553436000,39,49.72,-86.95,8.869999999999958,6.9345025053686475
481,Wanning,0,AT,1553440657,42,48.64,13.53,64.66999999999996,12.750536864710094
482,Quzhou,92,CN,1553440804,99,28.97,118.86,49.70659999999998,2.4158911954187547
483,Kyshtovka,68,RU,1553440805,82,56.56,76.62,26.03660000000002,7.113457408733
484,Myingyan,20,MM,1553437800,68,21.46,95.39,71.86999999999996,8.12007874015748
485,Itarema,80,BR,1553440385,100,-2.92,-39.92,79.58660000000003,4.652827487473157
486,Kintinku,20,TZ,1553440806,37,-5.89,35.22,88.67660000000004,7.56084466714388
487,Lundazi,36,ZM,1553440807,76,-12.29,33.17,78.23660000000002,7.44899785254116
488,Frankfort,1,US,1553440734,34,38.2,-84.87,58.26199999999996,6.9345025053686475
489,Nouadhibou,40,MR,1553436000,60,20.93,-17.03,71.86999999999996,13.869005010737295
490,San Quintin,0,PH,1553440432,82,17.54,120.52,69.50659999999999,3.086972083035075
491,Kuvandyk,88,RU,1553440808,92,51.48,57.35,34.13660000000002,4.205440229062276
492,High Level,20,CA,1553439600,73,58.52,-117.13,19.66999999999996,5.8160343593414465
493,Adrar,32,DZ,1553436000,18,27.87,-0.29,82.66999999999996,19.4613457408733
494,Sitrah,44,BH,1553439600,83,26.15,50.62,80.86999999999996,18.342877594846097
495,Chicama,40,PE,1553436000,94,-7.84,-79.15,68.26999999999995,10.28990694345025
496,Raigarh,0,IN,1553440813,36,21.9,83.39,73.82660000000004,5.547602004294918
497,Samarai,92,PG,1553440389,100,-10.62,150.67,78.32660000000004,13.488725841088046
498,Lake Havasu City,1,US,1553440763,44,34.47,-114.34,59.26999999999996,2.5277380100214746
499,Luebo,80,CD,1553440815,94,-5.35,21.42,75.98660000000002,1.1855762347888332
500,Mitsamiouli,40,KM,1553439600,70,-11.38,43.28,86.26999999999995,1.1184681460272012
501,Senj,0,HR,1553440808,34,45.35,13.91,72.26600000000002,5.8160343593414465
502,Plouzane,75,FR,1553440685,71,48.38,-4.62,56.26400000000004,14.987473156764496
503,Florence,1,US,1553440814,47,34.8,-87.68,65.26400000000004,4.6975662133142455
504,Samana,40,EC,1553436000,88,0.12,-76.97,79.06999999999996,2.7514316392269147
505,Ligayan,88,PH,1553440818,99,4.65,119.47,82.73660000000002,4.988367931281317
506,Bojnurd,0,IR,1553436000,41,37.47,57.33,61.069999999999965,4.6975662133142455
507,Gonbad-e Qabus,0,IR,1553436000,77,37.25,55.17,70.06999999999996,6.9345025053686475
508,Ayr,40,GB,1553440639,76,55.46,-4.63,50.26999999999996,20.80350751610594
509,Montenegro,0,BR,1553440727,61,-29.68,-51.47,84.27200000000005,5.8160343593414465
510,Teguise,0,ES,1553439600,82,29.06,-13.56,66.46999999999997,14.987473156764496
511,Biloela,32,AU,1553440821,94,-24.4,150.51,68.78660000000002,7.113457408733
512,Pathalgaon,0,IN,1553440821,55,22.56,83.46,66.80659999999997,3.1988188976377954
513,Kota,20,IN,1553440822,81,25.17,75.86,67.70659999999998,3.086972083035075
514,Galle,90,US,1553440819,88,29.74,-97.91,70.26799999999999,12.750536864710094
515,Durres,0,AL,1553439000,40,41.32,19.44,70.06999999999996,11.40837508947745
516,Inirida,68,CO,1553440459,89,3.87,-67.92,79.9466,1.968503937007874
517,Aligarh,68,IN,1553440823,51,27.88,78.07,77.33660000000003,5.771295633500358
518,Kirakira,92,SB,1553440386,100,-10.46,161.92,82.37660000000005,8.2319255547602
519,Homer,1,US,1553440599,95,59.64,-151.54,34.26799999999999,4.6975662133142455
520,Saint-Augustin,0,FR,1553440329,32,44.83,-0.61,73.27400000000002,8.05297065139585
521,Japura,32,ID,1553440825,79,-0.42,102.29,80.30659999999997,2.0803507516105944
522,Flinders,48,AU,1553440335,57,-34.58,150.85,77.26999999999995,11.40837508947745
523,Mazyr,20,BY,1553440826,52,52.05,29.27,48.17660000000004,14.271653543307087
524,Haldibari,40,IN,1553437800,69,26.34,88.78,73.66999999999996,3.3554044380816035
525,Camargo,0,MX,1553440827,23,27.69,-105.17,59.87660000000004,7.6726914817466
526,Urucara,24,BR,1553440828,71,-2.54,-57.76,88.04660000000001,3.758052970651396
527,Kokopo,80,PG,1553440829,100,-4.34,152.27,75.17660000000004,2.9751252684323553
528,Elwood,90,US,1553440575,87,40.59,-99.86,43.26799999999999,8.05297065139585
529,Ericeira,20,PT,1553440828,35,38.96,-9.42,73.66999999999996,10.28990694345025
530,Cordele,1,US,1553440816,45,31.96,-83.78,70.06999999999996,5.8160343593414465
531,Port Hardy,20,CA,1553436000,92,50.7,-127.42,30.46999999999996,2.2369362920544025
532,Kassala,0,SD,1553440832,11,15.45,36.38,99.65659999999998,6.554223335719399
533,Mahajanga,20,MG,1553439600,89,-15.72,46.32,84.46999999999997,4.6975662133142455
534,Ukiah,90,US,1553440597,93,39.15,-123.21,45.266000000000005,2.192197566213314
535,Diego de Almagro,0,CL,1553440833,75,-26.39,-70.05,70.40659999999998,3.5343593414459558
536,Viesca,0,MX,1553440682,39,25.34,-102.81,70.26799999999999,3.6462061560486756
537,Urengoy,88,RU,1553440469,89,65.96,78.37,27.7466,10.021474588403724
538,Bergerac,0,FR,1553440544,32,44.85,0.49,72.26600000000002,14.987473156764496
539,Quelimane,40,MZ,1553439600,74,-17.88,36.89,82.66999999999996,9.171438797423049
540,Kungurtug,12,RU,1553440835,75,50.6,97.53,13.076600000000042,2.4158911954187547
541,Ostrovnoy,76,RU,1553440397,88,68.05,39.51,30.80659999999998,15.166428060128847
542,Ust-Kuyga,12,RU,1553440836,30,70.0,135.55,-21.12340000000001,2.5277380100214746
543,Kamenka,0,RU,1553440517,95,53.19,44.05,32.2466,5.435755189692198
544,Fonseca,20,CO,1553439600,49,10.89,-72.84,89.86999999999996,13.869005010737295
545,Ahipara,0,NZ,1553440471,100,-35.17,173.16,59.96659999999996,5.771295633500358
546,Kitimat,20,CA,1553440585,86,54.02,-128.69,32.26999999999996,14.987473156764496
547,Acacias,80,CO,1553440838,96,5.51,-74.29,71.12660000000005,1.744810307802434
548,Pochutla,5,MX,1553440522,65,15.74,-96.47,86.26999999999995,2.4158911954187547
549,Kayes,24,ML,1553440839,30,14.44,-11.44,99.2966,5.771295633500358
550,Tyler,90,US,1553440739,88,32.35,-95.3,66.46999999999997,11.40837508947745
551,Puerto Colombia,0,CO,1553440547,70,10.99,-74.96,86.26999999999995,13.869005010737295
552,Priiskovyy,36,RU,1553440840,25,51.93,116.63,19.6466,13.488725841088046
553,Sayyan,32,YE,1553440404,21,15.17,44.32,76.07660000000004,2.7514316392269147
